Product,Pid,TotalSale,TotalComment,TotalRevenue,Net. (kg)
14年3月 MANJOHNSON/美赞臣安儿宝A+幼儿奶粉3段400克 MZC1924,15924361311,0,0,0,0.4
伊卡蓓尔牛奶银装幼儿配方牛奶粉3段 进口奶源 宝宝成长伴侣,17906380515,4,0,792,0
包邮欧洲原装进口heinz亨氏超金学儿高婴儿宝宝奶粉3段 400g盒装,17803435848,19,7,821.7,0.4
伊卡蓓尔金装较大婴儿配方牛奶粉2段 进口奶源 婴幼儿牛奶粉,15559368237,0,0,0,0
官方授权 新西兰Karicare可瑞康婴儿奶粉进口牛奶粉一段900G,17914730801,3,1,660,0.9
【天猫超市】劲爆价:158.5元 新西兰进口奶粉 karicare可瑞康3段,17814997994,0,0,0,0
飞鹤超级飞帆3段幼儿配方奶粉400g 5盒送1小听 部分地区免邮,17907974025,132,11,10238,0.4
Friso荷兰美素佳儿进口婴儿牛奶粉900g 金装 1段6个月,17892333104,0,0,0,0.9
英氏奶粉3段900g 思美乐婴幼儿配方奶粉3段 婴儿奶粉3段全网首发,17919070747,61,21,22448,0.9
Maeil/每日宫韩国原产原装进口婴幼儿高端奶粉2段800g*12听套装,17805330140,0,0,0,0.8
【129.9两袋包邮】龙丹奶粉 冠怡较大婴儿配方奶粉2段袋 400g,14143667388,6,1,587.94,0.4
现货促销 玛姆奶粉 法国原装进口金装800克幼儿3段 14年4月份,17905944392,18,6,4964,0.8
【特惠】美素佳儿新金装3段婴儿配方奶粉900g1-3岁美素3段奶粉,17934791194,8,1,1400,0.9
惠氏启赋1段400g 惠氏 1段婴儿配方奶粉听装0-12个月/原装进口,17721439781,0,0,0,0.4
美素2段 美素佳儿金装较大婴儿配方奶粉 2/二段900g*4桶 新包装,17792892790,1,0,844.9,0.9
Nutrilon诺贝能较大婴儿配方奶粉诺优能2段 进口荷兰牛栏6罐箱装,17802078670,0,0,0,0
特惠价 新西兰纽瑞滋金装较大婴儿配方奶粉2段300克 进口奶粉,17905615780,31,4,390,0.3
英氏奶粉1段900g 思美悦婴儿配方奶粉1段 提倡母乳喂养,17944625290,1,0,298,0.9
英氏奶粉1段900g 思美乐婴儿配方奶粉1段 婴儿奶粉 牛奶粉,17928369987,57,29,22116,0.9
【官方正品】每日金典名作奶粉韩国原装进口婴幼儿牛奶粉3段800g,17718243452,89,26,26712,0.8
飞鹤超级飞帆2段较大婴儿配方奶粉400g 部分地区免邮 好评返现,17920677400,14,1,1218,0.4
美素佳儿2段奶粉 金装较大婴儿配方奶粉900g 荷兰原装进口,17789995641,213,22,40736,0.9
Friso荷兰美素佳儿原装进口婴儿奶粉2段900g6-12月含DHA益生元6罐,17957701090,96,53,139392,0.9
Nutrilon诺优能婴儿配方奶粉诺贝能1段箱装 荷兰牛栏进口奶粉,18011542547,330,144,435600,0
【买1送1】英氏奶粉2段900g+200g 思美乐配方奶粉2段 婴儿奶粉2段,17932301501,166,71,62748,0.9
美素佳儿3段900g金装幼儿配方奶粉900g*6听,17931853625,10,5,10884,0.9
惠氏s-26 金装健儿乐配方奶粉2段1200g三联装 较大婴儿和幼儿奶粉,17964396696,1,0,262,1.2
新西兰原装进口 纽瑞滋金装婴儿配方奶粉 渗透压配方1段300g,17905219295,0,0,0,0.3
【官方正品】每日金典名作奶粉 韩国进口婴幼儿牛奶粉1段800g听装,17718375914,16,8,5248,0.8
明一 英惠360°2段900g婴儿配方奶粉6-18月最新日期,17449054604,37,10,4611,0.9
新装荷兰原装Friso美素佳儿金装2段奶粉900g*2听部分包邮,17779831921,39,19,17121,0.9
高培奶粉 360 新西兰原装进口 较大婴儿配方奶粉2段800g,18015208055,27,6,2030,0.8
Wyeth/惠氏启赋3段900g较大婴儿配方牛奶粉1-3岁原装进口24省包邮,17896706540,188,97,60525,0.9
贝因美 冠军宝贝 婴幼儿宝宝成长配方奶粉2段908g*6罐装 整箱,17932018272,2,0,2145,0.908
14年4月 Wyeth/惠氏启赋1段900g婴幼儿配方牛奶粉0-12月原装进口,17896890104,381,91,133732,0.9
官方直销Maeil/金典名作韩国进口婴幼儿奶粉2段800克*12听套装,17718583418,0,0,0,0.8
明一金智婴2段6-18个月婴幼儿牛奶粉二段400g*3三联包3袋装1200g,17894137724,546,156,86645,0.4
Nestle/雀巢能恩2/二段 400g盒装 雀巢奶粉 专柜正品 6盒包邮,17775274915,94,11,6722,0.4
雀巢瑞铂能恩二2段800g/听 适度水解 预防过敏 专柜正品 2听包邮,18052641858,10,1,4779.4,0.8
品店 雀巢超级能恩2段 听装(新)800G 奶粉 奶制品,17462487689,0,0,0,0.8
送小罐 飞鹤 超级飞帆 幼儿配方奶粉 3段400g盒装 部分4盒包快,17899563619,186,25,14880,0.4
金装贝因美 幼儿成长配方奶粉3段500g*12袋/整箱 官方旗舰店,18062721838,14,5,8556,0.5
贝因美 冠军宝贝 婴幼儿成长配方奶粉3段908g*6罐装/箱 1-3岁宝宝,18035813604,6,2,5852,0.908
荷兰原装进口牛栏2段Nutrilon诺优能婴幼儿奶粉二段900g 6罐,17960009558,4,3,5280,0.9
8折优惠】雅士利奶粉 能慧金装3段900g罐装 优智宝宝 能慧开始,17846615915,2,1,250,0.9
官方直销Maeil/金典名作韩国进口婴幼儿奶粉3段800克*12听套装,17718767036,0,0,0,0.8
雅士利奶粉a金装1段400g 婴儿配方奶粉袋装 0-6个月 正品保证,14144023469,15,0,850.2,0.4
Ausnutria/澳优 100%荷兰 原装进口 超级能力多婴儿奶粉二段800g,18064129217,4,0,912,0.8
聪尔壮金装安宝素幼儿配方奶粉3段 罐装900g 品牌专供 婴儿牛奶粉,18031862504,12,3,760,0.9
海王喜安智金钻宝宝新生婴儿营养配方牛奶粉1段0-12个月 原装进口,17816945610,74,21,26128,0
Hikid聪尔壮 金装安宝素 婴儿配方奶粉1段 盒装400g 品牌专供,18045581990,0,0,0,0.4
Ausnutria/澳优官方正品100%荷兰进口超级能力多婴儿奶粉四段800g,18064329370,12,2,4776,0.8
澳洲雅贝氏金装婴幼儿奶粉1段980g 婴儿奶粉正品罐装 0-6月奶粉,16942407908,1,3,0,0.98
高培奶粉 新西兰原装进口 婴儿配方奶粉1段800g（0~12个月）,18014768976,16,5,2700,0.8
三元爱欣宝3段 1-3周岁幼儿配方奶粉 听/罐装 900g 全新包装,18003549105,69,12,8904,0.9
holle泓乐有机奶粉1段 德国进口婴儿有机奶粉0~6个,18109962072,36,7,9830,0
GoldMax高培360新西兰原装进口1段牛奶粉6罐箱装 生物活性启智,18072744879,3,2,4974,0
Nestle/雀巢 能恩1段 婴幼儿奶粉900g/听 专柜正品 剖腹产宝宝,17883418531,10,3,2080,0.9
聪尔壮 金装复合 较大婴儿配方奶粉2段 罐装900g 宝宝婴儿牛奶粉,18045273996,32,10,3420,0.9
低至73折】雅士利 a金装 3段 奶粉 400g盒装幼儿配方奶粉,17760338671,34,7,1806,0.4
人之初优邦 银装奶粉进口奶源 一段听装900g,18112855012,6,1,1308,0.9
飞鹤奶粉 超级飞帆1段400g盒装 婴儿配方奶粉 正品,16468285010,37,6,3367,0.4
原装进口 新西兰奶粉 高培奶粉 活性奶粉 婴儿奶粉1段 800g罐装,18070800038,1,1,0,0.8
13年3月BEINGMATE/贝因美 冠军宝贝超级特选奶粉2段908克 BYM6929,18003261103,2,1,440,0.908
Nestle雀巢 瑞铂能恩婴儿配方奶粉二段 800g/罐 瑞士原装进口,18118384137,0,0,0,0.8
美素佳儿1段 金装美素力 婴儿奶粉荷兰进口900g 0-6个月 美素1段,18142617663,5,1,1246.2,0.9
【江浙沪皖整箱包邮】圣元优博3段400g 幼儿配方奶粉 新包装,18136035236,121,9,7293.5,0.4
聪尔壮呵护安宝素婴儿配方奶粉1段 罐装900g 品牌专供 婴儿牛奶粉,18031386647,0,0,0,0.9
三元爱力优2段6-18个月较大婴儿及幼儿配方奶粉盒装400g全新包装,17977770616,43,12,3086,0.4
澳优奶粉 澳优美纳多 美纳多脑力配方奶粉800g 一段,18157442187,3,2,714,0.8
太子乐DHA婴儿配方牛奶粉一段900g听装0-6食用14年日期天猫正品,14921524803,0,0,0,0.9
高培奶粉 新西兰原装进口高培较大婴儿配方奶粉2段6-12个月 800g,18046992853,6,1,1740,0.8
三元爱力优1段 0-12个月婴儿配方奶粉 听/罐装 900g 全新包装,17977702466,62,14,6510,0.9
Ausnutria/澳优 海普诺凯1897婴儿奶粉三段900g 100%荷兰原装进口,18187609848,30,8,13740,0.9
澳优奶粉 澳优美纳多 美纳多奶粉800g三段 买二送一,18157462355,11,4,2618,0.8
Nutrilon/诺优能(牛栏) 婴幼儿宝宝配方奶粉一1阶段 荷兰原装进口,18191761425,20,12,4400,0
荷兰进口Nutrilon诺优能牛栏2段 诺贝能婴儿奶粉二段900g,17769353708,422,134,92797.8,0.9
【买3送1】澳优 超级能力多3段800g2听装 荷兰原装进口婴儿奶,18203445803,0,0,0,0.8
【精品妈妈团】美赞臣4段400g*3安儿健A+ 155852,18167375781,0,0,0,0.4
三元金装爱力优3段 1-3岁幼儿配方奶粉 听/罐装400g 全新包装,17977494290,17,6,2436,0.4
新西兰原装进口纽瑞滋金装婴儿配方奶粉 1段 1000g 0-6个月 罐装,18128396825,0,0,0,1
娃哈哈爱迪生荷兰原装进口婴儿配方奶粉启智启力1段罐装900g*6,18111237154,6,8,7430.4,0.9
Karicare可瑞康新西兰原罐进口配方金装婴幼儿奶粉二段2段6罐,18193929274,2,0,2519.99,0
【清仓甩卖】原装进口Abbott/雅培金装小安素900g3段听装,17910797909,0,0,0,0.9
【送羊毛被】Karicare可瑞康3段新西兰原装进口金装奶粉三段六听,18193961581,55,15,62699.8,0
新西兰原装进口 纽瑞滋金装婴儿配方奶粉2段300g,18128588771,0,0,0,0.3
惠氏原装进口启赋2段高端健儿乐奶粉900g 整箱包邮 最新2月产,18005183409,70,11,22960,0.9
YumYum欣美儿新西兰原装原罐进口婴儿配方牛奶粉1段900gX2罐,18156371456,8,4,5088,0.9
包邮 Nutrilon诺优能较大婴儿配方奶粉2段荷兰牛栏 原装进口6罐装,18281749284,0,0,0,0
美赞臣4段安儿健A+1200g 儿童配方奶粉正品【每个ID限购10件】,18119055364,2053,646,318387.8,1.2
【爱婴室】美赞臣3段400g*3安儿宝A+ 155849,18167339380,0,0,0,0.4
Ausnutria/澳优 美优高 800g 一段,18276914499,14,1,3752,0.8
新西兰原装进口 纽瑞滋金装婴儿配方奶粉2段1000g6-12个月,18128592615,0,0,0,1
贝因美金装爱加+ 婴幼儿宝宝配方奶粉3段1000g克*2罐 进口奶源,18248538182,316,100,160921,1
三元 金装爱欣宝1段 0-12个月婴儿配方奶粉 400g/盒,18000973086,28,1,180,0.4
GOLD+系列 咔哇熊cowala新西兰原罐原装进口奶粉3段1-3岁900g,18260987886,49,12,15092,0.9
厂家正品授权 可查防伪码 900G太子乐金字塔1段 2014年最新日期货,18305576943,0,0,0,0.9
2听包邮多省 Friso荷兰美素佳儿原装进口婴儿奶粉900g2段金装,17880534974,4,1,836,0.9
4袋送礼包快】雅士利奶粉a金装3段400g袋装 正品婴儿配方1-3岁,14144039725,133,14,6832.8,0.4
GoldRoo/歌德乳 幼儿配方奶粉 3段 澳洲进口原装900*6整箱装,16471175789,0,0,0,0
美赞臣 安婴儿A+婴儿配方奶粉 1段 4800g整箱装 内含1200g盒装4盒,16955021875,0,0,0,4.8
Happy Prince/太子乐 金装金100 400g/盒 二段,18308111079,37,7,1665,0.4
GOLD+系列 咔哇熊colawa新西兰原罐原装进口奶粉6-12个月2段900g,18260963255,13,1,4004,0.9
Nestle/雀巢 力多精2段 婴儿奶粉900g/听 改善肠道不上火 2听包邮,17761134929,6,1,810,0.9
【限时特惠】澳优奶粉 100%荷兰原装进口 澳优超级能力多2段,18137143837,0,0,0,0
厂家正品授权 400G太子乐高钙奶粉 2014年最新日期独立小包装特价,18315392849,12,0,300,0.4
君宝康奶粉3段 较大婴儿新西兰进口奶粉 含乳铁蛋白补铁强化奶粉,18004337777,31,7,7068,0
厂家正品授权 900G雅士利金装乳清2段奶粉 2013年12月份最新货,18306316433,0,0,0,0.9
贝因美 冠军宝贝初生婴儿配方奶粉1000g1段6听6000g 官方旗舰店,18091934361,4,2,4876,1
明一3段天籁慧贝婴儿配方奶粉三段牛奶粉 900g罐装 宝贝专享,18260295432,203,57,57964,0.9
厂家正品授权 公司防伪码 400克金装太子乐1段 2014年货 限购6袋,18307515689,0,0,0,0.4
14年4月贝因美金装初生婴儿奶粉1段500G 1/一段,18329138229,89,12,4362.5,0.5
厂家正品授权 带公司防伪码 900G太子乐DHA1段 2014年最新货,18304104984,2,0,396,0.9
【买3送1】澳优奶粉 荷兰原装进口 澳优超级能力多1段奶粉,18137255837,0,0,0,0
Newbaylor纽培乐 婴儿配方奶粉1段 原装原罐进口官方正品 2罐装,18315670454,0,0,0,0
【官方直发带积分】Synutra/圣元 优博爱 1段900g婴儿奶粉,18208356649,4,1,633.6,0.9
厂家正品保证 900G雅士利金装乳清3段 2014年最新新包装现货,18306476146,0,0,0,0.9
2听包邮多省 Friso荷兰美素佳儿进口婴儿牛奶粉900g 3段 金装,17880942022,0,0,0,0.9
三元爱育聪1段 0-12个月婴儿配方奶粉 袋装400g 全新包装,17990822233,179,19,2109,0.4
买3送1 澳优 海普诺凯1897婴儿配方奶粉2段原奶地原罐900g,18275734734,0,0,0,0.9
14年5月最新包装贝因美奶粉冠军宝贝3段幼儿1000G三段1000克,18332390285,226,38,32648,1
厂家正品授权 可查防伪码 900克金装太子乐3段 2014年最新日期货,18307863921,0,1,0,0.9
包邮Nutrilon诺优能婴儿配方奶粉3段 荷兰牛栏三段原装进口6罐装,18267658289,3,0,3600,0
飞鹤奶粉 飞帆1段1200g特惠三联包400g*3盒装婴儿配方奶粉正品,18151587897,15,4,2775,1.2
厂家正品授权 公司防伪码 400克太子乐金100 1段 2014年最新货,18307955603,8,1,384,0.4
14年5月最新包装贝因美奶粉冠军宝贝1000G二段宝宝成长2段1000克,18332198618,207,50,32415,1
圣元“我的天使”经典1号领育配方奶粉1段奶粉 900g克,18135779629,28,4,5824,0.9
买5送1 澳优原装进口能力多4段婴儿奶粉(1岁以上)800gx12听整箱,18275951128,0,0,0,0.8
13年6月雅培金装小安素全营养幼儿配方粉 400g 盒,18363109682,14,2,1099,0.4
【爱婴室】澳优3段800g能力多有机幼儿配方奶粉（3阶段） 082784,18333878769,0,0,0,0.8
13年8月雅培金装儿童喜康力4段900g罐装原装进口四段900克,18361845910,37,8,5546.3,0.9
Wyeth/惠氏 启赋1段900g 0-12个月奶粉,18326163511,0,0,0,0.9
【特惠】美素佳儿婴幼儿奶粉2段900g*2厅 金装美素2段新日期,18266222857,34,11,14853,0.9
雅士利 a金装 4段 奶粉 900g听装 儿童配方奶粉 正品,18346112631,24,1,3139.2,0.9
美赞臣 安儿宝A+ 3段1200g*4盒装 幼儿配方奶粉,16461142898,0,0,0,1.2
13年6月雅培智护100二段三联包1200G喜康力婴幼儿配方奶粉2段,18363001800,6,0,1170,1.2
送赠品 Nutrilon诺优能3段800g4罐 荷兰牛栏婴幼儿奶粉 进口奶粉,18247270277,25,77,19992,0.8
雅士利 能慧 1段 奶粉 400g盒装婴儿配方 0-6个月 正品保障,14144147636,0,0,0,0.4
13年11月雅培丹麦原装进口菁智奶粉1段0-12个月 900g罐装,18348610582,143,28,53559,0.9
荷兰原装进口诺优能1段奶粉婴幼儿罐装牛奶粉1阶段6听装封箱包装,18333317370,4,2,5279.6,0
【正品】新西兰Karicare/可瑞康/可瑞佳金装2段牛奶粉二阶段4罐装,18123373651,0,0,0,0
雅培亲体金装喜康力较大婴儿配方奶粉二段900g*4（6-12个月）,18363573452,0,0,0,0.9
新西兰原装进口纽瑞滋超级金装较大婴儿配方牛奶粉1000g二段opo,18364869222,2,1,0,1
雅士利 安贝慧3段幼儿配方奶粉400g盒装 1-3周岁,18396909811,822,121,37241,0.4
雅培 金装小安素全营养幼儿配方粉 挑食偏食 400g盒装 1岁以上,18400126910,2,0,158,0.4
金装元乳4段盒装 整箱,18178222275,25,8,18878.4,0
惠氏启赋3段 900g宝宝奶粉幼儿配方奶粉儿童奶粉 1-3岁幼儿罐装,18263506050,4,0,1398.4,0.9
贝因美 金装爱+婴儿配方奶粉2段900克 14年1月最新日期 商城正品,18417076321,4,0,952,0.9
雅培喜康力三段900克 雅培亲体配方3段900克 智锁罐*4 （1-3岁）,18363885916,9,6,6294,0.9
【满两盒就减钱】澳优金装爱优1段婴幼儿童配方奶粉 400g盒装一段,16490379402,41,1,4015.3,0.4
明一天籁慧贝1段婴儿宝贝0-6个月新生儿牛奶粉一段900g2听装 正品,18415342623,0,0,0,0.9
包邮 荷兰原装进口牛栏2段Nutrilon诺优能较大婴儿奶粉二段900g*6,17758154275,9,4,11879.7,0.9
贝因美 金装爱+婴幼儿配方奶粉 3段 900克 2013年12月最新产品,18417156242,2,0,485,0.9
ONCARE 新西兰原装原罐进口1段婴儿配方高端奶粉(乳粉)一箱,18352599503,0,0,0,0
Newbaylor纽培乐 较大婴儿配方奶粉2段 新西兰原装原罐进口 2罐装,18315898805,0,0,0,0
美赞臣3段安儿宝a+幼儿配方奶粉900g2罐装 1-3岁婴幼儿配方牛奶粉,18343559183,29,4,9722.6,0.9
雅培亲体金装喜康力较大婴儿配方奶粉二段400g*6盒（6-12个月）,18365273028,0,0,0,0.4
低至8折送小听】雅士利奶粉 a金装2段900g6听装 整箱装,18443089478,0,0,0,0.9
ONCARE旺儿佳 新西兰原罐原装进口 1段婴儿配方奶粉(乳粉),18385655684,0,3,0,0
新西兰原装进口 纽瑞滋金装婴儿奶粉 渗透压配方3段1000g 买就送,18414543688,0,0,0,1
美素2段奶粉900g 金装婴儿配方奶粉2段900g *4听,18377853116,3,4,2616,0.9
【满200减20】伊利金装幼儿配方奶粉3段400克*12盒 整箱 步步益+,14063069382,8,2,4280,0.4
买就送】雅士利奶粉a金装3段400g袋装整箱12袋 正品保证,18443353676,73,38,44688,0.4
原装原罐欧洲进口 雅培亲护1段奶粉 易消化 低乳糖 小分子蛋白,18398677489,1,0,318,0
美赞臣安婴儿A+婴幼儿奶粉900g罐装 1段(初生至1岁),16482355898,0,0,0,0.9
美赞臣 安儿健 A+ 儿童配方奶粉 4段 400g 盒装 3岁以上 正品,18439679374,18,1,720,0.4
明一真棒baby较大婴儿奶粉2段 奶粉二段 400g盒装,18452277791,14,2,1120,0.4
wyeth/惠氏启赋奶粉4段900g 儿童配方奶粉欧洲原装进口 3-7岁宝宝,18446814916,11,1,3465,0.9
雅培 丹麦原装进口 有机认证奶源 菁智 奶粉1段0-12个月 900g罐装,18427366132,214,43,100580,0.9
厂家正品授权 公司防伪码 900G金装太子乐金100一段 限购二听,18430864730,0,0,0,0.9
[送20优惠券]Karicare可瑞康新西兰进口2段奶粉金装900g*2罐包邮,18365854192,22,17,9240,0.9
育婴博士原装进口 新西兰原装原罐进口婴儿牛奶粉3段900g 13年1月,17440093308,5,2,720,0.9
【天猫超市】爱尔兰进口奶粉 wyeth 惠氏启赋奶粉2阶段400g/听,18376203630,30,5,5280,0.4
Karicare可瑞康3段新西兰原装进口金装婴幼儿配方奶粉三段一罐,18178386485,52,17,9879.85,0
明一天籁宝贝baby2段 较大婴儿配方奶粉900g克罐装 最新日期,18447122365,97,21,12896,0.9
雅培金装智护100舒心美腹泻奶粉 消化问题幼儿童宝宝 375G罐装,18381070358,0,0,0,0.375
明一 奶粉 a尔法·盾1段 0-6个月婴儿配方奶粉900g 最新日期,18427199379,13,2,2548,0.9
明一天籁慧贝正品婴儿奶粉2段 宝贝最爱二段牛奶粉900g2听装 包邮,18454753636,1,0,596,0.9
Abbott/雅培丹麦 菁智奶粉1段0-12个月 900g罐装,18381118413,12,4,4752,0.9
明一真棒baby较大婴儿奶粉2段 二段牛奶粉900g听装 特价满300包邮,18450445246,0,0,0,0.9
原装进口 雅培金装智护100喜康力奶粉2段900g罐装广东江浙沪包邮,18381938035,0,0,0,0.9
Ausnutria/澳优正品 能力多婴儿奶粉二段800gX12罐 100%原装进口,18424090240,0,0,0,0.8
厂家正品授权 900克58种营养圣元优博4段 14年5月份带公司积分码,18460320867,6,3,888,0.9
Ausnutria/澳优正品 能力多婴儿奶粉四段800gX12罐 100%原装进口,18424338919,0,0,0,0.8
娃哈哈爱迪生荷兰原装进口婴幼儿配方奶粉启智启力2段袋装400g*12,17445174713,37,17,15096,0.4
原装原罐欧洲进口 雅培亲护2段奶粉 易消化 低乳糖 小分子蛋白,18399241093,6,0,1716,0
澳优金装优选 健优婴儿奶粉2段(6-12个月)800gx2听 澳优婴儿奶粉,18172001771,0,0,0,0.8
明一金智婴2段宝宝婴幼儿奶粉正品900g听装,18431153827,13,6,2515.5,0.9
新西兰原装进口 纽瑞滋 超级金装 婴儿配方奶粉3段1000g 三段 OPO,18365854990,3,2,1014,1
新西兰原罐进口 欢恩宝正品较大婴儿配方羊奶粉 2段800g,18510969769,0,0,0,0.8
倍爱 卓赋婴儿配方奶粉800克听装3段 1-3岁 牛奶粉婴儿牛奶粉,18517254153,0,0,0,0.8
厂家正品授权 带公司积分码 400克圣元优博3段 2014年7月份产品,18462344916,36,4,2160,0.4
